Location,Tags,Wikipedia,City,Comment,Rating,Latitude,Longitude,Category
Antilia,Modern Architecture,"N/A
",Mumbai,"Antilia is one of Mumbai's urban areas, and the transportation system here is not very developed. You can also see many good choices here for fun and visit. The coverage of the city is quite large and you can see many beauty.",4.5,18.9680551,72.80957660046926,Architecture
Ellora Caves,Mosques,"Ellora is a UNESCO World Heritage Site located in the Aurangabad of Maharashtra, India. It is one of the largest rock-cut Hindu temple cave complexes in the world, with artwork dating from the period 600–1000 CE.[1][2] Cave 16 features the largest single monolithic rock excavation in the world, the Kailash temple, a chariot-shaped monument dedicated to the god Shiva. The Kailash temple excavation also features sculptures depicting various Hindu deities as well as relief panels summarizing the two major Hindu epics.

There are over 100 caves at the site, all excavated from the basalt cliffs in the Charanandri Hills, 34 of which are open to public.[3] These consist of 17 Hindu (caves 13–29), 12 Buddhist (caves 1–12) and 5 Jain (caves 30–34) caves,[4][5] each group representing deities and mythologies prevalent in the 1st millennium CE, as well as monasteries of each respective religion.[4] They were built close to one another and illustrate the religious harmony that existed in ancient India.[2][6] All of the Ellora monuments were built during the Rashtrakuta dynasty (r. 753-982 CE), which constructed part of the Hindu and Buddhist caves, and the Yadava dynasty (c. 1187–1317), which constructed a number of the Jain caves. Funding for the construction of the monuments was provided by royals, traders and the wealthy of the region.[3][7]

Although the caves served as temples and a rest stop for pilgrims,[5] the site's location on an ancient South Asian trade route also made it an important commercial centre in the Deccan region.[8] It is 29 kilometres (18 miles) north-west of Aurangabad, and about 300 kilometres (190 miles) east-northeast of Mumbai. Today, the Ellora Caves, along with the nearby Ajanta Caves, are a major tourist attraction in the Marathwada region of Maharashtra and a protected monument under the Archaeological Survey of India ",Mumbai,"1. Also called the sea mosque, the place where the mosque is located is a small island; 2. There is only a long causeway connected to the land, and the sea is submerged when the tide is high, and the mosque seems to float in the sea, the scenery is very strange; 3. Walking all the way through the long embankment, first of all the small vendors, the closer to the mosque, the more beggars, the more disabled, a little I can not bear to look directly; 4. The sea mosque of tens of thousands of tourists every day, in fact, except for some holy things, there is nothing special inside. 5. Although the sea around the island looks dirty, it still can't stop tourists who go to the sea to play in the water.",4.4,20.026752549999998,75.17751524179019,Religious
HIGH COURT OF BOMBAY,Bridges,"The High Court of Bombay is the high court of the states of Maharashtra and Goa in India, and the union territory of Dadra and Nagar Haveli and Daman and Diu. It is seated primarily at Mumbai (formerly known as Bombay), and is one of the oldest high courts in India.[1] The High Court has circuit benches at Nagpur and Aurangabad in Maharashtra and Panaji, the capital of Goa.[1]

The first Chief Justice, the Attorney General and Solicitor General of Independent India were from this court. Since India's Independence, 22 judges from this court have been elevated to the Supreme Court and 8 have been appointed to the office of Chief Justice of India.[2]

The court has Original Jurisdiction in addition to its Appellate. Judgements issued by this court can be appealed only to the Supreme Court of India. The Bombay High Court has a sanctioned strength of 94 judges (71 permanent, 23 additional).[3] The building is part of The Victorian and Art Deco Ensemble of Mumbai, which was added to the list of World Heritage Sites in 2018.

As of 2022, the Court is currently understaffed, with only 57 judges as against the permitted number of 96 judges.",Mumbai,"Although it is relatively new compared to other landmarks in Mumbai, it is already very well known. It shortens the traffic time between the suburbs to the south of Mumbai. Although the toll is high. Driving through the Worli Sea Bridge, how beautiful the scenery along the way. It looks fantastic. The bridge is over the sea, with the skyscrapers of Mumbai on one side and the sea on the other.",4.5,15.508927100000001,73.83472626471729,Landmarks
Shaniwar Wada,Featured Neighborhoods,"Shaniwar Wada is a historical fortification in the city of Pune, India.

Built in 1732,[1] it was the great seat of the Peshwas of the Maratha Empire until 1818. Following the rise of the Maratha Empire, the palace became the center of Indian politics in the 18th century.[2]

The fort itself was largely destroyed in 1828 by an unexplained fire, but the surviving structures are now maintained as a tourist site.",Mumbai,"This art area is also a very elegant environment, here in India's complex quite a lot, many large facilities are also quite important, the art area is very interesting, here to visit is also a very important work.",4.6,18.51938255,73.85535656171828,Neighborhoods
Shahid Bhagat Singh Road,Featured Neighborhoods,"N/A
",Mumbai,"Claba Avenue belongs to a road that is very often passed by here, the road is also very wide, can see a lot of interesting things here, there will be some good projects on the road can also be visited.",4.3,19.2189718,73.0892534,Neighborhoods
Shree Siddhivinayak Temple,Temples,"The Shree Siddhivinayak Ganapati Mandir is a Hindu temple dedicated to Lord Shri Ganesh. It is located in Prabhadevi, Mumbai, Maharashtra, India.[1] It was originally built by Laxman Vithu and Deubai Patil on 19 November 1801. It is one of the richest temples in India.[2]

The temple has a small mandap with the shrine for Siddhi Vinayak (""Ganesha who grants your wish""). The wooden doors to the sanctum are carved with images of the Ashtavinayak (the eight manifestations of Ganesha in Maharashtra). The inner roof of the sanctum is plated with gold, and the central statue is of Ganesha. In the periphery, there is a Hanuman temple as well. The exterior of the temple consists of a dome which is lit up with multiple colors in the evenings and they keep changing every few hours. The statue of Shri Ganesha is located exactly under the dome. The pillars are carved out with the images of ashtvinayak.",Mumbai,"Beautiful flower decorations and gorgeous lighting create a wonderful atmosphere. The temple is well arranged. The only thing missing is Mushaq (maybe because of the festival) everything else is fine. Holy and pious, the whole process is very systematic, so even if it is very crowded it will not seem troublesome, it is very clean, people may be careful when buying flowers and items for worship, because they want to cleverly deceive you, say the price in advance, and beware of pickpockets.",4.0,22.2999403,73.1994009,Religious
Gateway Of India Mumbai,Churches and Cathedrals,"The Gateway of India is an arch-monument built in the early 20th century in the city of Mumbai (Bombay), India. It was erected to commemorate the landing of King-Emperor George V, the first British monarch to visit India, in December 1911 at Strand Road near Wellington Fountain.

The foundation stone was laid in March 1913 for a monument built in the Indo-Islamic style, inspired by elements of 16th-century Gujarati architecture. The final design of the monument by architect George Wittet was sanctioned only in 1914, and construction was completed in 1924. The structure is a memorial arch made of basalt, which is 26 metres (85 feet) high, with an architectural resemblance to a triumphial arch as well as Gujarati architecture of the time.

After its construction, the Gateway was used as a symbolic ceremonial entrance to India for important colonial personnel. The Gateway is also the monument from where the last British troops left India in 1948, following Indian independence. It is located on the waterfront at an angle, opposite the Taj Mahal Palace and Tower Hotel and overlooks the Arabian Sea. Today, the monument is synonymous with the city of Mumbai, and is amongst its prime tourist attractions. The gateway is also a gathering spot for locals, street vendors, and photographers soliciting services. It holds significance for the local Jewish community as it has been the spot for Hanukkah celebrations, with the lighting of the menorah, since 2003. There are five jetties located at the Gateway, of which two are used for commercial ferry operations.

The Gateway was the site of a terror attack in August 2003, when there was a bomb blast in a taxi parked in front of it. Access to the gateway was restricted after people congregated at its premises following the 2008 Mumbai terror attacks, in which the Taj Hotel opposite the gateway and other locations in its vicinity were targeted.

In March 2019, the Maharashtra state government proposed a four-step plan to develop the location for the convenience of tourists, following a direction issued by the state governor in February 2019",Mumbai,"St. Thomas Cathedral is a temple in the parish of Mumbai. This temple in northern India is located in the middle of Mumbai's historic community, close to the Botanic Fountain and the Mumbai House, and looks quiet according to the interior of the construction period. The stone arch gives the feeling of being in the Western Cathedral.",4.2,18.9225901,72.83433537485362,Religious
No Footprints,Other Sightseeing Tours,"N/A
",Mumbai,"World Heritage Tour - Aveda Grottoes India has many caves belonging to the world heritage, Aveda Grottoes should be the most famous of them. [Location] It is located in the mountains of more than 100 kilometers north and east of Orangabad City. It can be reached by bus or chartered car or self-driving. The road conditions are poor and it takes about three hours. The rest station is far from the city and about half an hour from the scenic spot, so be prepared when you leave. [Tickets] Foreigners 600 rupees, 20 rupees/person tax between entering the parking lot, 20 rupees/person one-way shuttle bus from the parking lot to the scenic spot [Business hours] Tuesday to Sunday, 9:00-17:30 [Play route] The parking lot to the Jingjiao car ride area has to pass through a shopping area, Hawkers will tirelessly follow the peddling crystals. Buy tickets in cash before going to Jingjiao. After getting off the bus, go through a hall and go to the ticket purchase window. You can explain, one or two thousand rupees, according to the number of people and the length of the explanation. No Chinese service. After entering the scenic spot, follow the horseshoe-shaped road to circle counterclockwise, that is, from 1 cave to 26 caves. It is  to go back to the middle section after walking, there are steps down, cross the river, and go up to the opposite pavilion (it is said that the British soldiers found the location of the Aveda Grottoes back then), and enjoy the panoramic view, cool breeze, and the scenery is good. [Feature recommendation] The murals here are colorful and bold, the sculptures, the medicine fork women are full of fat buttocks, the three-way curved posture is very flattering, many flying sky are men and women flying in pairs, but not as light as our Sui Tang Feitian, but greasy together, low-altitude skimming feeling. The murals of the 1st and 2nd caves are colorful, and the characters are meticulously depicted. The 10th, 19th and 26th caves are three sub-gauge caves. Such a cave-shaped system is not in Dunhuang, but Dunhuang has a Chineseized sub-gauge that is the central tower column cave, where you can see the source. The sculptures of the porch and the pillars, the top of the caves, etc. are very exquisite, and even dynamic. [Note] - with flashlight: India's grottoes are relatively large, and the mobile phone light is basically useless - you can take pictures in the cave, please must turn off the flashlight - the murals are so beautiful, how can you bear to hurt them? Let our children have the opportunity to see beauty too! -Some people on duty in the grottoes guard themselves, give a 10 rupee, 20 rupees will remove the sticks blocking the Buddha's temple, let you go in and take pictures casually, personally do not recommend this, love cultural relics, everyone has responsibility - most of the grottoes have to take off their shoes into the inside, it is  to bring thick socks, the gap between the holes is short, Just walk with socks and save shoes. - Shoes off at the door, if not super expensive shoes, everyone is a tourist, no one will steal (at least my friend Nike is no problem). The entrance of the 1st and 2nd caves is because the tourists have just arrived and the viewing time is long, so the shoes are concentrated, and some locals have opened 400 rupees to help us look at the shoes. Fortunately, I refused because I didn't need it at all. -Monkeys are a lot and quick, but more polite than the monkeys of Mount Emei, will not be hard to grab, but the food is better hidden, once seen, will be as tireless as the vendor followed with food.",4.5,40.5756371,-73.9832269,Tours
ISKCON NVCC Pune,Temples,"ISKCON New Vedic Cultural Center (NVCC), Sri Sri Radha Vrindavanchandra temple or ISKCON Pune is a Gaudiya Vaishnavism temple situated in Pune, India. The temple is dedicated to Hindu god Radha Krishna and was opened in 2013. It is the largest temple in the city of Pune",Pune,"The temple is built inside the nature reserve, and we donâ€™t see any wildlife living except for the monkeys and different species of birds on the Ganges, but this reserve is famous for its giant Indian squirrels. Leopards, hyenas, lizards and snakes all appear deep in the jungle, and the best time is July to February after the rainy season, when the forest becomes lush and many waterfalls can be seen on the surrounding hills.",3.5,18.4479105,73.88071380736828,Religious
Water Kingdom,Water Parks,"Water Kingdom is Asia's Largest Theme Water Park situated in Gorai Mumbai. Many people like to come here to escape Mumbai's heat and humidity by splashing around in the many water rides! It can be reached by road as well as by taking a ferry from Marve Beach Malad or Gorai Creek Borivali Mumbai. About PAN INDIA PARYATAN PRIVATE LIMITED (PIPPL) PIPPL belongs to the Essel Group of companies, owns and operates two amusement parks viz. 'EsselWorld' and 'Water Kingdom' at Mumbai. EsselWorld is the largest amusement park in the country & 'Water Kingdom', is one of the largest Theme Water Parks in Asia, are located on 64 acres of land. Since the past 25 years EsselWorld has been responsible for setting a benchmark in the amusement park industry in India. The Island of Fun is located on the costal Gorai village in northwest Mumbai, a scenic setting injected with wholesome thrill & entertainment. The 42 acre complex boasts of over 71 attractions designed for entertainment of all age groups- perfectly justifying the title of India's largest amusement park. With time EsseWorld has evolved and added fantastic elements such as Shot N Drop, Top spin, Monsters in the Mist, Ice skating rink, Bowling alley to name a few. The amusement park is a favourite for school & corporate picnics. With all the fun & frolic it is ensured the safety of the visitors is not compromised. An amalgamation of thrill, fun, entertainment and pure happiness - EsselWorld offers it all. With conventional leisure trips, gatherings, school trips or an impromptu visit, the park has entertained over 15 million visitors till date.",Mumbai,"The Orangabad Grottoes Group is located in the mountains about 3 kilometers north of Orangabad City. There are ten caves, divided into East and West areas, with 5 caves on each side. These caves were opened in the 1st century AD, and they were mostly Buddhist believers. The third and seventh caves are more important. There is no artificial lighting in the cave, and tourists can bring their own flashlights.",4.2,50.94819055,-1.555081223881385,Entertainment
Aai Museum,Museums,"Made amidst our favourite, Fort Jadhavgadh, Aai Museum is the ideal place to take a tour of our rich heritage. It houses artifacts dating back to the 17th and the 18th century that are collected by Dr Kamat painstakingly. If you’re keen to know how the royals dined or how they kept their secrets, this place is for you. From historic kitchen items to ornate doors and war ammunition, it definitely showcases a wide range of artifacts. One prominent piece on display is that of the world’s largest lock without a key hole and 7 keys.

Most of the artifacts have been revived from the fort’s horse and elephant stable houses. One of the centerpieces of the museum is an erstwhile palanquin made of elegant teak wood, wrapped in red and white cloth. There’s an assortment of iron and bronze dagger holders in intricate designs. We also found a big diwan with bolster pillows in the side. Another side of the Aai Museum is dedicated to wooden bullock carts, alloy showpieces, a well-polished royal poster bed and more.",Mumbai,"A small daily-life handicrafts exhibition, run by the owner of the Orchid Hotel, takes only 20 minutes to see the entire series, but it's worth it. If you stay at the Orchid Hotel, the museum is on the first floor and opens from 10am to 5pm.",4.0,18.395455849999998,74.00354749839627,Museums
Lingmala Waterfall,Waterfalls,"Situated between Mahabaleshwar and Pune, Lingmala Waterfall is one of the most breathtaking waterfalls in the country. Known for its tranquil atmosphere and gorgeous panorama, the waterfall originates approximately 600 feet above a cliff and is engulfed by lush greenery. Set next to the Lingmala Forest Bungalow, the waterfall is a brilliant spot for a daybreak from all the hustle and bustle of your daily city life. 

Interestingly, Lingmala Waterfall also offers you a picturesque view of Dhobi Waterfall as well as Chinaman’s Waterfall, which makes it a fabulous spot for nature lovers and photography enthusiasts. The waterfalls are divided into two levels – the lower deck and the upper deck.

The lower deck has the mini waterfall which is perfect for swimming and splashing around since it is much safer. The upper deck, however, is dangerous for any such activities and is accessible after a 30-minutes trek from the mini waterfall. Though getting to the actual waterfall is not possible because of the difficult path, it makes for an adventurous trek and a splendid experience.",Mahabaleshwar,"Agpur Central Museum, built with a history of more than 150 years. Very much content. Tickets 5 rupees, regardless of India or crooked nuts at the same price, real national treatment. Great. [View]",4.0,17.9227036,73.6929569,Nature
Sita Gufa,Caves,"The Sita Gufa, also spelt as Sita Gumpha or Sita Gupha, is an important location associated with the Ramayana, an epic tale crucial to the narrative of modern Hinduism. It essentially translates to the Cave of Sita, who was the wife of Rama, the protagonist of Ramayana and heir apparent to the throne of Ayodhya. Rama is sentenced to a 14-year exile into the jungles, and he eventually spends many years in Panchavati, a region in what is now Nashik, Maharashtra. Within this place is the Cave of Sita, where it is said that the evil king of Lanka, Ravana, kidnapped Sita.

The cave today is a popular place for pilgrims who travel to Panchavati to get closer to the legend of the Ramayana. Located near the five sacred banyan trees in the area, you can enter the cave through the narrow staircase leading into it. Once inside, you will find an idol of Sita along with Rama and his brother, Lakshman. To the left, there is a cave with a Shiva Linga.",Nashik,"A good place to relieve stress. Not as amazing as Marine Drive, but a good clean site for a lot of people and joggers living around. It's also common to see events happening here. On a recent day, however, construction of coastal roads and metro lines in Mumbai blocked some areas of the area.",4.0,28.1399975,84.0929548,Caves
Jain Temple - Mumbai,Water Parks,"Built in 1904, the Jain Temple is also known as Babu Amichand Panalal Adishwarji Jain Temple and is dedicated to Lord Adishwar, the first Jain Tirthankar or Arihant (omniscient).

The main entrance of the temple has two delightfully sculpted stone elephants and the sheer beauty of the temple mesmerizes its visitors instantly. The beautiful frescoes on the walls depicting the life of the 24 Jain Tirthankars capture the attention of the tourists as well as devotees alike. The serenity of the place instils a sense of belonging to the temple. The peace and quiet inside the temple premises release one from all the worries of the world.

This temple is much larger than any other Jain temple and has idols of Shri Ghantakaran Mahavir, Ganesha and the black marble shrine dedicated to Lord Parsvanath. The idol of Ganesha takes us back in history to the common origins of Hinduism and Jainism. The dome of the temple is decorated with zodiac signs. For the beauty of the temple and the architecture and the inner peace, it bestows upon all its visitors, the Jain Temple in Mumbai is a must visit if you are in the city.",Mumbai,"It's just a place for locals to take a leisurely walk, although it was a water source in Mumbai long ago (there is a water plant next to it), but it's just a big lake. It's very comfortable to walk by the lake in the evening, but it's not a sightseeing spot. So to come to Mumbai, there is no need to run here to see this lake!",3.8,19.1032034,72.8464716,Entertainment
D Y Patil Sports Stadium,Stadiums,"The DY Patil Stadium, (also known as DY Patil Sports Stadium), is a multi-purpose sports arena in Navi Mumbai, Maharashtra. [4]

It is owned by Marathi politician Dnyandeo Yashwantrao Patil . It is based in the D.Y. Patil Sports Academy in Nerul. Primarily a cricket stadium, it is, however, sometimes used for football, music concerts and other events.

It was inaugurated on 4 March 2008, was used as the home ground for Indian Premier League (IPL) franchise Mumbai Indians (MI). It has hosted the inuagral season's final in 2008 and 2010 season final.[5] In 2022 season the arena hosted number of games.[6]

The stadium has also hosted football matches during the 2017 FIFA U-17 World Cup, 2022 FIFA U-17 Women's World Cup and 2022 AFC Women's Asian Cup.

In 2014, it was announced that the stadium will be the home ground of the Indian Super League club Mumbai City FC. It has also hosted the Final of Hero ISL 2014 between Atlético de Kolkata and Kerala Blasters FC.

The capacity of 55,000 makes it the ninth-largest cricket stadium in India. The stadium makes use of bucket seats and cantilever roofs that eliminate the need for columns. This provides the spectators with an unobstructed view of the match from any place within the stands. On the other hand, the stadium has a 120-person capacity air-conditioned media center. The upper level of the viewing galleries has 60 private corporate boxes.[7]This stadium also holds an inter-school cricket match for DY Patil International school every year.

The arena is hosting games of the Women's Premier League (WPL) since 4 March 2023. It has hosted the opening game-ceremony and scheduled to host final match",Thane,"The scenery here is very special, the natural beauty of the original ecology, not bad! The mood of coming here is getting better!",3.0,19.0420503,73.0267308,Entertainment
Bohra Masjid Mosque,Mosques,"Bohra Masjid, the mosque for the Dawoodi Bohra community in Nagpur, is situated in Shantinagar, about 7.5kms east of Nagpur railway station. The mosque is an excellent piece of architecture and it attracts many Islam believers from all across the globe. On every Fridays, Bohra Masjid is completely crowded with followers of the faith for the prayers. There is a large community hall within in the premises of the mosque which is used for community gatherings, celebrations and wedding receptions.

",Nagpur,"The mosque, a work of art, is situated in Shatanagar, Nagpur, and attracts many followers of the Islamic faith, with the mosque crowded with believers during Friday prayers. Inside the mosque there is a huge community hall, which people use to hold a variety of events such as celebrations, wedding receptions and community gatherings for community residents.",4.0,20.9335354,77.7461016,Religious
Hare Krishna Temple,Temples,"ISKCON Juhu is a spiritual oasis in the financial capital. This most gorgeous marble temple of Lord Krishna is a stone throw away from Juhu Beach and attracts thousands of visitors and tourist daily. Besides the temple, the complex houses a vegetarian restaurant, guest house, spiritual book stall, gift shop, bakery, auditorium and multi-purpose halls. The presiding Deities at the temple are: Sri Sri Radha Rasabihiariji, Sri Sri Sita Rama Laxman Hanuman and Sri Sri Gaura Nitai which were personally installed by the Founder-Acharya of ISKCON, His Divine Grace A. C. Bhaktivedanta Swami Prabhupada.",Mumbai,"The mountain is not very high, climbing all the way to the top of the mountain, it feels very relaxed. The air on the mountain is very good and the scenery is very good.",3.0,40.7244764,-73.9904429,Religious
kihim Beach,Beaches,"Located just 12 kilometres from Alibaug, Kihim Beach is famous for butterflies and birds. The beach is adorned with incredible golden sand. Water sports along with activities like Camel Ride and ATV are available. Beautiful migratory and resident birds also make their way to the Kihim beach and are found in abundance here.

There are many options for sightseeing in and around Kihim Beach. The Kolaba Fort, for instance, which is located in the vicinity of the beach, can be seen from a distance. This makes the attraction a fashionable tourist destination for people of all age groups.",Kihim,"The museum displays paintings, artworks, jewelry and everyday objects from three tribes living in Maharashtra. Belonging to a government exhibition, a variety of bamboo and wood crafts, wooden sculptures, pottery, clay, masks, combs and more are very attractive",4.0,18.7242274,72.8646857,Beaches
Naval Maritime Museum,Museums,"Maritime Museum Situated at INS Dronacharya, Maritime Museum is among the must-see attractions in Kochi. The museum celebrates the devotion, bravery and selfless services delivered by the valiant gentlemen of Indian fleet. Situated at INS Dronacharya in Kochi, Maritime Museum displays the origin, growth, and chronology of the Indian Navy. The Maritime Museum at Cochin displays not only the accomplishments of the Indian fleet but also the representations of some fundamental sailing ploys. These were used by the ancient and medieval sailors during the times when the Indian Navy was non-existent and the Indian coastline was guarded by the kings with the help of a well equipped and trained military force

Maritime Museum Kochi also displays certain evidence that testifies the trade relations between the natives of Kerala and the late settlers of Indus Valley Civilization. There are a few displays stored inside the museum which support Kerala's claim of having trade links with the Arabs via sea, Indian Naval influence in South East Asia and the colonization of India by European powers in the medieval period. 

Another interesting thing about the Maritime Museum of Cochin is that it exhibits shipbuilding activities. These activities bring forward some interesting facets of shipbuilding in India. Exotic vessels and boats are put on display in this section of the museum. Here, a 300-year old boat of the King of Ambalapuzha is also put on display. The boat is carved out of a single tree, which exemplifies the shipbuilding style of the medieval period. The boat is an exquisite example of the mastery of Indians in shipbuilding, which helped in spreading Indian culture to the islands of Java, Sumatra, and Bali. These examples date to the 3rd century BC and the 12th century AD. 

A complete section of Cochin Maritime Museum highlights the stories of Indian Navy's glory, whenever it took on its aggressors and ultimately won almost all the battles on water. Other sections stress particularly on the valor and bravado of the Indian armada, which has taken place from the geneses of the Indian Navy till present. The visitors of the museum are enlightened by the artifacts, each of which tells the story of the evolution of the Indian Naval power from the year 1612 when the Indian Marine was established in Surat. A number of operations and battles are comprehended here, a few of which include the Goa liberation, Junaghad operation, Operation Cactus, Operation Pawan Indo-Pak conflicts of 1965 and 1971, and the tactical drills during the Kargil war. An exclusive hall is dedicated to bravery and strategies in the memory of Kunjali Marakkar which is a legendary name in the history of Indian maritime. He was the most glorious wartime hero ever in the history of the Indian Navy.",Nilanga,"There are many people on foot, temporarily avoiding the city's crowds.",4.0,-53.163581,-70.9043021,Museums
Kharghar Hills,Mountains,"Kharghar Hills is an adventurous place you could visit for your next trekking. The place is well known in Kharghar among morning walkers and regular trekkers. The place has a lush green beauty and is home to many butterflies, birds, beautiful trees. In monsoon season some strands of small spring water you could see falling down beautifully from Kharghar hills at various places. This is the best visiting place in Kharghar in the monsoon season. The place is famous as a morning picnic spot among families and friends.The best view you can get from Kharghar Hills is from its top. You can clearly see Kharghar owe dam, high rise towers in sector 34 and sector 35 of Kharghar, and some tiny villages of Kharghar from the top of Kharghar hills. The beautiful aerial view from these steep and high hills at Kharghar will surely make your day and give you beautiful memory left behind.",Mumbai,"Experience the real life of the residents. The fishing market is in the corner of the sea. In the morning, you can see the love of fishermen and vendors negotiating prices. This is not a tourist spot. It is full of water and full of fish stew, but the locals are always full of enthusiasm to say hello to us and let us take pictures.",3.9,19.0886377,73.060921,Nature
Baneshwar Temple,Other Places of Worship,Baneshwar is a temple of Shiva located in the village of Narasapur about 36 km southwest of Pune. It is a pleasant and calm place amidst a jungle. It was recently discovered and hence declared as a small bird sanctuary hosting a decent amount of rare birds with many Malabar grey hornbills seen.,Pune,The place and it's campus always gives more please to me. I often visit this place when I need time for myself or if I'm frustrated. This is the one of the best place to find peace,5.0,12.9688981,77.5750367,Religious
Step Garden,Gardens,"At a distance of 1 km from Saputara Bus Station, Step Garden is a laid out garden located in Saputara, only hill station of Gujarat. Situated on the Table Land Road, it is one of the best maintained gardens in Saputara and among the peaceful places to visit in Saputara.

Resembles a terrace garden, Step Garden is uniquely constructed on steps that run down a small hillock. There are about 20-25 steps that have flower beds featuring a variety of flowers like roses, carnations, marigold and much more. These flowers in various sizes and colours make the garden look wonderful. Moreover, these steps are decorated with different varieties of foliage and stunning wooden work.

The step garden is a unique initiative that aims to protect and conserve plants in given restricted spaces. In order to provide a comfortable accommodation to visitors coming here, the garden has many forest huts. For the entertainment of children, the Step Garden opened playing areas within its premises. From the top point of the garden one can get a bird eye view of Saputara town.

A visit to the garden is more enjoyable during the months from March to April & July to August when the flowers are in full bloom.

Timings: 8 AM - 12 PM & 3 PM - 7 PM, Closed on Tuesday

Entry Fee: Rs. 10 per person",Saputara,"The park is adjacent to the sky garden with a great view of Ocean Avenue. The shoe house is a great attraction for the kids. We had a great time. Nice park, great view of the bay, popular with locals. Nice to get out of town and get some fresh air. For children, it is a big pair of shoes.",4.0,33.5913123,130.4025453,Nature
Camel Valley,Canyons,"A few kilometers ahead of the Bhatsa river valley, lies the Camel Valley on the right. On the other side are the waterfalls that is the main attraction of this destination.

The Five Waterfalls where five different water sources falls one below the other is a must visit. It can even be seen from the railway.",Thane,"The castle is located in the village of Wasser in the district of Tana, many students love to come here for short filming, the fortress is also located by the sea, but there is a lack of maintenance now, which is why the fortress is in poor condition. The old church in the ruins is still preserved, two of which are already being restored.",3.5,50.4766568,-4.782969739838986,Nature
Maruti Mandir,Other Places of Worship,"At a distance of 600 m from Shirdi Bus Stand and 300 m from Shirdi Sai Baba Temple, Hanuman Temple, also known as Maruti Mandir, is one of the oldest temples in Shirdi situated between Dwarkamai and Chavadi. It is one of the top places to visit in Shridi Darshan tour.

The temple is dedicated Lord Hanuman, an ardent devotee of Lord Rama. There are two Hanuman idols side by side in this temple, where some weights and dumbbells are kept in a corner. It is well known that Lord Hanuman is the benefactor deity of wrestlers. It is said that during Chavadi Procession, Sai Baba used to halt at Lord Hanuman temple and waved his hands showing some strange gestures and stood quietly there for few minutes. The palki of Sai Baba which is taken out on special occasions also stops at the Maruti Mandir and the worshippers praise Sai Baba and Lord Hanuman. Peepal and Neem trees are situated in front of the temple. A Shivling along with Nandi is also installed on this site by Murthikar Bajre Rao Dalve of Bombay.

Maruti Mandir was the place where sadhus used to stay, including the ascetic Devidas, whom Baba would occasionally visit during his earlier years in Shirdi. When Baba went to Rahata with the fakir Javhar Ali in the early 1890s, his devotees were deeply unhappy at his absence from them. After about eight weeks they succeeded in persuading Javhar Ali to let Baba return to Shirdi, though he insisted on coming too. A few days later, a debate was held in this temple between Javhar Ali and Devidas. The fakir was roundly defeated, causing him to flee the area, after which Baba remained among his devotees in Shirdi until the end of his days.

Hanuman Jayanti and Ramnavami are celebrated on grand scale at this temple every year.

Timings: 7 AM to 10 PM",Shirdi,"There are not many tourists, and it is a good place to relax with nature.",5.0,16.99005175,73.31201475894495,Religious
Mt Kalsubai,Mountains,"Kalsubai (Marathi: कळसूबाई शिखर) is a mountain in the Western Ghats, located in the Indian state of Maharashtra. Its summit, situated at an elevation of 1,646 metres (5,400 ft), is the highest point in Maharashtra.[1]

The mountain range lies within the Kalsubai-Harishchandragad Wildlife Sanctuary. It is visited throughout the year by avid trekkers, Kalsubai temple devotees and wildlife enthusiasts alike. It is named after one of the three sisters Kalsubai, Ratnabai and Katrabai. The other peak Ratangad is named after Ratnabai",Ahmednagar,"Few people travel long distances to Fort Sapar, the famous Fort Lochgaid is located in Fort Sapar. There are many waterfalls on the way to the fort, and there are two ways to reach the fort, one by proper stairs and the other by rocks, but if it rains, the rocky road is dangerous.",4.0,19.6022099,73.7169582,Nature
Lokhandwala Market,Markets,"A visit to Mumbai is, of course, incomplete without shopping for some nice clothes and accessories, and this is when the Lokhandwala Market comes to the rescue! This local market has gained much popularity over the past few years and is now the one-stop shop to ticking off all items from your shopping list on your next visit to Mumbai. Located in western Mumbai, near Andheri, the Lokhandwala Market is one of the most popular suburbs. The area is one of the poshest in Mumbai and also houses a large commercial and residential complex, but it is the long stretch of roadside stalls and shops that characterise the much loved Lokhandwala Market.

The market is located just 5 kilometres away from the Andheri Station and is famous not only for its convenient location and accessibility but also because it offers a variety of items at really affordable prices. One can find everything ranging from footwear to fruits, and from jewellery to electronic items in this single market, and the shopkeepers are willing to bargain too! This is perhaps why Lokhandwala is mainly famous amongst college goers, who can buy the latest fashion at affordable prices. From roadside Bhel and Panipuri to international chains such as McDonald's and Dominoes, there are more than enough options to tantalise your tastebuds.
",Mumbai,"Good quality products at reasonable prices. There are plenty of food, barista coffee and a variety of fashion options. This is one of the best shopping places in Mumbai so far and I will definitely recommend you to anyone who likes to shop.",3.0,19.1439977,72.82573052343596,Food & Drink
Ganga Ghat,Lakes,"N/A
",Nashik,"The opening of the fountains with different coloured lights at night is a botched imitation of the Del Mughal garden. Most plants are unkempt, with only a third of the bushes having flowers, few even in the flowering season, and the pond's water is dirty and seaweedy.",3.5,27.11464255,78.59463320373597,Lakes
