City,Place,Ratings,Distance,Place_desc,Latitude,Longitude,Keywords,Tags,Category
Lonavala,  Bhairavnath Temple ,3.2, 3 km  from city center ," Located in Rajmachi, the Bhairvanath Temple is dedicated to Lord Shiva, who is also known as Bhairavnath. It is known for its architecture and design which is similar to that of the other Shiva temples in the Konkan region. ",18.3413622,74.0288875083205,"['bhairavnath', 'temple', 'located', 'rajmachi', 'bhairvanath', 'temple', 'dedicated', 'lord', 'shiva', 'also', 'known', 'bhairavnath', 'known', 'architecture', 'design', 'similar', 'shiva', 'temples', 'konkan', 'region']","['bhairavnath', 'temple', 'shiva', 'known']",art & culture
Lonavala,  Duke's Nose ,3.2, 4 km  from city center , Duke’s Nose is a popular viewpoint located about 7 kilometres from Lonavala. It is hugely famous for hiking and its picturesque location. It also serves as an ideal picnic spot for tourists exploring Lonavala. ,18.7440711,73.3603707,"['duke', 'nose', 'duke', 'nose', 'popular', 'viewpoint', 'located', '7', 'kilometres', 'lonavala', 'hugely', 'famous', 'hiking', 'picturesque', 'location', 'also', 'serves', 'ideal', 'picnic', 'spot', 'tourists', 'exploring', 'lonavala']","['duke', 'nose', 'lonavala']",Other
Lonavala,  Scorpion's sting ,3.2, 8 km  from city center ," Shaped in form of a Scorpion's sting, this hill is an expansive area of 38 square km and is 625 meters above the sea level. Known for the various trekking expeditions it sports, one can also watch over the thick and dense forest surrounding the area, as they climb up. ",45.4250372,-75.6337185,"['scorpion', 'sting', 'shaped', 'form', 'scorpion', 'sting', 'hill', 'expansive', 'area', '38', 'square', 'km', '625', 'meters', 'sea', 'level', 'known', 'various', 'trekking', 'expeditions', 'sports', 'one', 'also', 'watch', 'thick', 'dense', 'forest', 'surrounding', 'area', 'climb']","['scorpion', 'sting', 'area']",nature
Lonavala,  Sausage hills ,3.2, 9 km  from city center ," Another set of hills that landmark the lush greenery and misty skies of Lonavala are the Sausage hills. With wide views of the valleys, lakes and hills around, rare species of birds and a trekking experience amidst such refreshing surroundings, this can be one of the most flattering experiences in the town. ",34.0595466,-118.3902153,"['sausage', 'hills', 'another', 'set', 'hills', 'landmark', 'lush', 'greenery', 'misty', 'skies', 'lonavala', 'sausage', 'hills', 'wide', 'views', 'valleys', 'lakes', 'hills', 'around', 'rare', 'species', 'birds', 'trekking', 'experience', 'amidst', 'refreshing', 'surroundings', 'one', 'flattering', 'experiences', 'town']","['sausage', 'hills']",adventure
Lonavala,  Ryewood Park ,3.2, 0 km  from city center ," The Ryewood Park, located close to the Lonavala market, was once a Botanical garden which is now converted into a public park. Marked by well maintained and landscaped lawns and gardens, a children park and countless old species of trees, this one makes up for an ideal picnic spot.  ",18.749697,73.404106,"['ryewood', 'park', 'ryewood', 'park', 'located', 'close', 'lonavala', 'market', 'botanical', 'garden', 'converted', 'public', 'park', 'marked', 'well', 'maintained', 'landscaped', 'lawns', 'gardens', 'children', 'park', 'countless', 'old', 'species', 'trees', 'one', 'makes', 'ideal', 'picnic', 'spot']","['ryewood', 'park']",family & parenting
Mussoorie,  The Mall ,3.6, 0 km  from city center ," Located in the heart of Mussoorie, the Mall is a colonial relic with benches and lampposts filled with modern shops, video game parlours and skating rinks. ",38.88974005,-77.02356828428836,"['mall', 'located', 'heart', 'mussoorie', 'mall', 'colonial', 'relic', 'benches', 'lampposts', 'filled', 'modern', 'shops', 'video', 'game', 'parlours', 'skating', 'rinks']",['mall'],Other
Mussoorie,  Gun Hill ,4.2, 0 km  from city center ," Gun Hill is the second highest peak of Mussoorie and one of the most famous destinations. It offers an enchanting view of some of the highest Himalayan ranges namely Bunderpunch, Srikantha, Pithwara and the Gangotri group, along with a picturesque view of the Mussoorie town and the Doon Valley. ",50.6282516,-1.3358046,"['gun', 'hill', 'gun', 'hill', 'second', 'highest', 'peak', 'mussoorie', 'one', 'famous', 'destinations', 'offers', 'enchanting', 'view', 'highest', 'himalayan', 'ranges', 'namely', 'bunderpunch', 'srikantha', 'pithwara', 'gangotri', 'group', 'along', 'picturesque', 'view', 'mussoorie', 'town', 'doon', 'valley']","['gun', 'hill', 'highest', 'mussoorie', 'view']",nature
Mussoorie,  Lal Tibba ,4.2, 2 km  from city center ," Untouched by commercialisation, Lal Tibba is located on the top of Depot Hill in Landour. It is one of the most stunning viewpoints in the region. From the telescope installed here, one can have panoramic view of Nilkantha peak in Badrinath, Kedarnath peak, and Banderpoonch range of three peaks. ",30.4667435,78.0950534,"['lal', 'tibba', 'untouched', 'commercialisation', 'lal', 'tibba', 'located', 'top', 'depot', 'hill', 'landour', 'one', 'stunning', 'viewpoints', 'region', 'telescope', 'installed', 'one', 'panoramic', 'view', 'nilkantha', 'peak', 'badrinath', 'kedarnath', 'peak', 'banderpoonch', 'range', 'three', 'peaks']","['lal', 'tibba', 'one', 'peak']",nature
Mussoorie,  Company Garden ,3.2, 2 km  from city center ," Located at 3 km from The Mall, Company Garden is a well maintained picnic spot with a mini lake, a flower garden and an amusement park in it. Also known as Municipal Garden, it is one of the best spots for picnic. ",26.7931537,79.00769405965134,"['company', 'garden', 'located', '3', 'km', 'mall', 'company', 'garden', 'well', 'maintained', 'picnic', 'spot', 'mini', 'lake', 'flower', 'garden', 'amusement', 'park', 'also', 'known', 'municipal', 'garden', 'one', 'best', 'spots', 'picnic']","['company', 'garden', 'picnic']",nature
Mussoorie,  George Everest's House ,3.2, 5 km  from city center ," Sir Everest owned this mountain house in Mussoorie, India and spent a grand total of 11 years living here and using it as his observatory and laboratory. Built in 1832, the house is located in Park Estate, 6 kms west of Gandhi Chawk in Mussoorie and is also popularly known as Park House.  ",30.4586313,78.0228953,"['george', 'everest', 'house', 'sir', 'everest', 'owned', 'mountain', 'house', 'mussoorie', 'india', 'spent', 'grand', 'total', '11', 'years', 'living', 'using', 'observatory', 'laboratory', 'built', '1832', 'house', 'located', 'park', 'estate', '6', 'kms', 'west', 'gandhi', 'chawk', 'mussoorie', 'also', 'popularly', 'known', 'park', 'house']","['everest', 'house', 'mussoorie', 'park']",nature
Mussoorie,  Cloud's End ,3.5, 6 km  from city center ," 6 km west off the Library, the Cloud's end marks the end of Mussoorie. It is covered by thick jungles and tracks 2 km up to the Benog Wildlife Sanctuary. It offers a lovely walking track. This place offers a great view of Aglar River Valley. ",-26.0903247,28.054593496117025,"['cloud', 'end', '6', 'km', 'west', 'library', 'cloud', 'end', 'marks', 'end', 'mussoorie', 'covered', 'thick', 'jungles', 'tracks', '2', 'km', 'benog', 'wildlife', 'sanctuary', 'offers', 'lovely', 'walking', 'track', 'place', 'offers', 'great', 'view', 'aglar', 'river', 'valley']","['cloud', 'end', 'km', 'offers']",nature
Mussoorie,  Bhatta Falls ,3.7, 2 km  from city center ," Located about 7 km from Mussoorie, Bhatta Falls has natural stream of water flowing  down the hills. Bhatta Falls is a must visit place for nature lovers as you can capture nature at its best here. The place is also loved as a picnic spot by tourists. ",30.439216,78.0633062,"['bhatta', 'falls', 'located', '7', 'km', 'mussoorie', 'bhatta', 'falls', 'natural', 'stream', 'water', 'flowing', 'hills', 'bhatta', 'falls', 'must', 'visit', 'place', 'nature', 'lovers', 'capture', 'nature', 'best', 'place', 'also', 'loved', 'picnic', 'spot', 'tourists']","['bhatta', 'falls', 'place', 'nature']",nature
Mussoorie,  Dhanaulti ,3.2, 16 km  from city center ," A small hamlet towards East of Landour, Dhanaulti houses the Sukhanda Devi shrine amidst the lushness of Himalayan greenery and attracts numerous pilgrims to its site. You must also visit the Eco Park on the way to Chamba. ",30.45829235,78.20837776981139,"['dhanaulti', 'small', 'hamlet', 'towards', 'east', 'landour', 'dhanaulti', 'houses', 'sukhanda', 'devi', 'shrine', 'amidst', 'lushness', 'himalayan', 'greenery', 'attracts', 'numerous', 'pilgrims', 'site', 'must', 'also', 'visit', 'eco', 'park', 'way', 'chamba']",['dhanaulti'],Other
Mussoorie,  Mussoorie Lake ,3.0, 1 km  from city center ," Located at a distance of 6 kms on the Mussoorie- Dehradun highway, Mussoorie Lake is an artificial lake developed and maintained by the City Board and the Mussoorie Dehradun Development Authority.  ",30.4462936,78.07803037887044,"['mussoorie', 'lake', 'located', 'distance', '6', 'kms', 'dehradun', 'highway', 'mussoorie', 'lake', 'artificial', 'lake', 'developed', 'maintained', 'city', 'board', 'mussoorie', 'dehradun', 'development', 'authority']","['mussoorie', 'lake', 'dehradun']",nature
Mussoorie,  Mossy Falls ,3.0, 3 km  from city center ," Cosily tucked amidst the tantalizing mountains and the exuberant woods, Mossy Falls is a well-kept secret of the hill town of Mussoorie. Located at a distance of 7 kms from the main city on the Bala Hisar Road, the mesmerising cascade Falls is named after the moss-laden rocks surrounding the gushing waterfalls.  ",-18.9649173,146.1610249,"['mossy', 'falls', 'cosily', 'tucked', 'amidst', 'tantalizing', 'mountains', 'exuberant', 'woods', 'mossy', 'falls', 'secret', 'hill', 'town', 'mussoorie', 'located', 'distance', '7', 'kms', 'main', 'city', 'bala', 'hisar', 'road', 'mesmerising', 'cascade', 'falls', 'named', 'rocks', 'surrounding', 'gushing', 'waterfalls']","['mossy', 'falls']",nature
Mussoorie,  Mussoorie Christ Church ,3.0, 1 km  from city center ," Situated on little hill-lock slightly above the Kasmanda Palace, Mussoorie Christ Church boasts of being the very first Catholic church in all of the Himalayan region. Built in 1836, the exquisite church is an exemplary example of Gothic architecture which evolved from Romanesque architecture.  ",30.4597363,78.0682678,"['mussoorie', 'christ', 'church', 'situated', 'little', 'slightly', 'kasmanda', 'palace', 'mussoorie', 'christ', 'church', 'boasts', 'first', 'catholic', 'church', 'himalayan', 'region', 'built', '1836', 'exquisite', 'church', 'exemplary', 'example', 'gothic', 'architecture', 'evolved', 'romanesque', 'architecture']","['mussoorie', 'christ', 'church', 'architecture']",art & culture
Mussoorie,  Library Bazaar ,3.0, 1 km  from city center ," Snuggled amidst the eventful Mall road, is the vibrant Library Bazaar, bustling with energy and vivacity. A stroll in the bazaar can take you back to the vintage times. Arranged along a small circular path, the market oozes with gusto and radiates a colonial feel.  ",30.4600494,78.0649368,"['library', 'bazaar', 'snuggled', 'amidst', 'eventful', 'mall', 'road', 'vibrant', 'library', 'bazaar', 'bustling', 'energy', 'vivacity', 'stroll', 'bazaar', 'take', 'back', 'vintage', 'times', 'arranged', 'along', 'small', 'circular', 'path', 'market', 'oozes', 'gusto', 'radiates', 'colonial', 'feel']","['library', 'bazaar']",Other
Mussoorie,  Lake Mist ,4.2, 4 km  from city center , The pristine Lake Mist is among the most beautiful destinations in Mussoorie. The emerald waters are covered by green forest terrains from sides giving the whole scenario a resplendent image making it an ideal for spending the moments of repose with your family and friends. ,30.3529621,-91.0978254,"['lake', 'mist', 'pristine', 'lake', 'mist', 'among', 'beautiful', 'destinations', 'mussoorie', 'emerald', 'waters', 'covered', 'green', 'forest', 'terrains', 'sides', 'giving', 'whole', 'scenario', 'resplendent', 'image', 'making', 'ideal', 'spending', 'moments', 'repose', 'family', 'friends']","['lake', 'mist']",nature
Mussoorie,  Happy Valley ,3.1," 5,592 km  from city center "," Popularly known as ‘mini Tibet’, Happy Valley lies on the western end of the Library Point and is famous for housing some magnificent Tibetan monasteries, the IAS academy, candidly beautiful Municipal garden, a splendid valley of flowers, lively eateries and an all-around jocund environment. ",49.1344098,-105.013041,"['happy', 'valley', 'popularly', 'known', 'mini', 'tibet', 'happy', 'valley', 'lies', 'western', 'end', 'library', 'point', 'famous', 'housing', 'magnificent', 'tibetan', 'monasteries', 'ias', 'academy', 'candidly', 'beautiful', 'municipal', 'garden', 'splendid', 'valley', 'flowers', 'lively', 'eateries', 'jocund', 'environment']","['happy', 'valley']",nature
Kodaikanal,  Kodai Lake ,3.6, 1 km  from city center ," Kodaikanal Lake that lays in the heart of Kodaikanal, is a star-shaped man-made lake that is draped on an area of 60 acres. Boating, horse riding, cycling and angling are a few of the adventure activities tourists can appease themselves with, near the lake. ",10.2323702,77.4886643,"['kodai', 'lake', 'kodaikanal', 'lake', 'lays', 'heart', 'kodaikanal', 'lake', 'draped', 'area', '60', 'acres', 'boating', 'horse', 'riding', 'cycling', 'angling', 'adventure', 'activities', 'tourists', 'appease', 'near', 'lake']","['lake', 'kodaikanal']",nature
Kodaikanal,  Bear Shola Falls ,4.2, 1 km  from city center ," Located at a mere distance of 2 kilometres from the Kodaikanal Lake, the Bear Shola Falls is a popular picnic spot in the region. This cascade is a seasonal attraction that comes to life in its fullest during the monsoons. An interesting legend behind the unique name of this place is that it was a favourite haunt of a bear who used to frequent this water body to drink water, hence imparting it the name Bear Shola Falls.  ",10.2396171,77.4786407,"['bear', 'shola', 'falls', 'located', 'mere', 'distance', '2', 'kilometres', 'kodaikanal', 'lake', 'bear', 'shola', 'falls', 'popular', 'picnic', 'spot', 'region', 'cascade', 'seasonal', 'attraction', 'comes', 'life', 'fullest', 'monsoons', 'interesting', 'legend', 'behind', 'unique', 'name', 'place', 'favourite', 'haunt', 'bear', 'used', 'frequent', 'water', 'body', 'drink', 'water', 'hence', 'imparting', 'name', 'bear', 'shola', 'falls']","['bear', 'shola', 'falls', 'name', 'water']",nature
Kodaikanal,  Dolphin's Nose ,3.2, 3 km  from city center ," The Dolphin's Nose viewpoint in Kodaikanal is based on a flat, protruding piece of rock that is shaped like a dolphin's nose. This forms a visible cliff at the height of 6,600 feet, where you can experience Kodaikanal at its best - plunging valleys, rugged terrain, clear skies, and the splendor of green. ",17.6575695,83.24367822936262,"['dolphin', 'nose', 'dolphin', 'nose', 'viewpoint', 'kodaikanal', 'based', 'flat', 'protruding', 'piece', 'rock', 'shaped', 'like', 'dolphin', 'nose', 'forms', 'visible', 'cliff', 'height', 'feet', 'experience', 'kodaikanal', 'best', 'plunging', 'valleys', 'rugged', 'terrain', 'clear', 'skies', 'splendor', 'green']","['dolphin', 'nose', 'kodaikanal']",Other
Kodaikanal,  Pillar Rocks ,3.6, 3 km  from city center ," The famous Pillars Rocks of Kodaikanal are located around 8 km from the lake and are an exquisite picnic spot. Constituting of a beautiful mini garden, the place is so named as it has three vertically positioned boulders reaching up to a height of 400 feet. ",10.2210316,77.4748962,"['pillar', 'rocks', 'famous', 'pillars', 'rocks', 'kodaikanal', 'located', 'around', '8', 'km', 'lake', 'exquisite', 'picnic', 'spot', 'constituting', 'beautiful', 'mini', 'garden', 'place', 'named', 'three', 'vertically', 'positioned', 'boulders', 'reaching', 'height', '400', 'feet']",['rocks'],nature
Kodaikanal,  Devil's Kitchen ,3.5, 4 km  from city center ," A natural and unique heritage site also known as the Devil's Kitchen, the Guna Caves are situated on the outskirts of Kodaikanal, which can be reached from the Moir Point. This place was earlier not very famous and was visited only by hikers. However, it got famous after a Tamil movie with the name 'Guna' was shot here in 1992. This is a group of caverns located amidst the three huge boulders known as Pillar Rocks. In addition to being a great location for photography, the gorge also remains filled with thick clouds in the monsoon and winter seasons. To reach the hilltop, visitors need to walk 400 meters from the main entrance.  ",39.8038446,-111.6869558,"['devil', 'kitchen', 'natural', 'unique', 'heritage', 'site', 'also', 'known', 'devil', 'kitchen', 'guna', 'caves', 'situated', 'outskirts', 'kodaikanal', 'reached', 'moir', 'point', 'place', 'earlier', 'famous', 'visited', 'hikers', 'however', 'got', 'famous', 'tamil', 'movie', 'name', 'shot', 'group', 'caverns', 'located', 'amidst', 'three', 'huge', 'boulders', 'known', 'pillar', 'rocks', 'addition', 'great', 'location', 'photography', 'gorge', 'also', 'remains', 'filled', 'thick', 'clouds', 'monsoon', 'winter', 'seasons', 'reach', 'hilltop', 'visitors', 'need', 'walk', '400', 'meters', 'main', 'entrance']","['devil', 'kitchen', 'also', 'known', 'famous']",nature
Kodaikanal,  Berijam Lake ,4.3, 12 km  from city center ," Berijam Lake is a quaint reservoir located 22 km from Kodaikanal main stand. With several activities like fishing, safari tours and bird watching, the lake is nature's unhindered beauty in the midst of a forest conservation area. The lake also facilitates the habitat of many animals such as Bison, Indian Elephant, Nilgiri Langur and Deer, and if you're lucky, you will also be able to catch a glimpse of these majestic creatures. Boating has been banned in the lake to preserve the natural freshwater. 
 ",10.18701905,77.3941147694424,"['berijam', 'lake', 'berijam', 'lake', 'quaint', 'reservoir', 'located', '22', 'km', 'kodaikanal', 'main', 'stand', 'several', 'activities', 'like', 'fishing', 'safari', 'tours', 'bird', 'watching', 'lake', 'nature', 'unhindered', 'beauty', 'midst', 'forest', 'conservation', 'area', 'lake', 'also', 'facilitates', 'habitat', 'many', 'animals', 'bison', 'indian', 'elephant', 'nilgiri', 'langur', 'deer', 'lucky', 'also', 'able', 'catch', 'glimpse', 'majestic', 'creatures', 'boating', 'banned', 'lake', 'preserve', 'natural', 'freshwater']","['berijam', 'lake', 'also']",nature
Kodaikanal,  Trekking ,3.2, 32 km  from city center ," A trekkers delight, Kodaikanal has some exquisite locations to offer to both the professional trekkers and the novice ones. Trekking routes with varying difficulty levels are present and a tourist can select the route according to the fitness, time factor and one's trekking ability. ",-25.8094338,-66.3701682,"['trekking', 'trekkers', 'delight', 'kodaikanal', 'exquisite', 'locations', 'offer', 'professional', 'trekkers', 'novice', 'ones', 'trekking', 'routes', 'varying', 'difficulty', 'levels', 'present', 'tourist', 'select', 'route', 'according', 'fitness', 'time', 'factor', 'one', 'trekking', 'ability']","['trekking', 'trekkers']",adventure
Kodaikanal,  Bryant Park ,3.2, 1 km  from city center ," One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May. ",40.75375085,-73.98354279430387,"['bryant', 'park', 'one', 'popular', 'botanical', 'gardens', 'kodaikanal', 'brayant', 'park', 'known', 'fauna', 'rafts', 'hybrids', 'best', 'time', 'visit', 'marvelous', 'park', 'annual', 'horticulture', 'show', 'held', 'month', 'may']",['park'],Other
Kodaikanal,  Silver Cascade Falls ,3.7, 2 km  from city center ," Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the  pure crystalline water flowing down from a 180 ft tall cliff. ",39.9370549,-87.0695596,"['silver', 'cascade', 'falls', '8', 'km', 'kodaikanal', 'town', 'scenic', 'silver', 'cascade', 'falls', 'known', 'celestial', 'exquisite', 'flow', 'silvery', 'waters', 'delight', 'see', 'pure', 'crystalline', 'water', 'flowing', '180', 'ft', 'tall', 'cliff']","['silver', 'cascade', 'falls']",nature
Kodaikanal,  Silent Valley View ,3.2, 5 km  from city center , Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley. ,10.1881207,77.4252707,"['silent', 'valley', 'view', 'silent', 'valley', 'view', 'located', 'close', 'proximity', 'pillar', 'rock', 'garden', 'kodaikanal', 'point', 'famous', 'proffering', 'astounding', 'stunning', 'views', 'silent', 'valley']","['silent', 'valley', 'view']",nature
Kodaikanal,  Kurinji Temple ,3.2, 2 km  from city center ," Kurunji Temple is mainly dedicated to Lord Murugu and is dexterously based at a distance of 3 km from the lake. Providing delightful views of small villages, Palani Hills and Northern plains, and carrots plantation on the terraced slopes, the temple is also associated with the Kurunji Flower which blooms once in 12 years carpeting the whole area with purple flowers. ",12.11862265,75.2039803234756,"['kurinji', 'temple', 'kurunji', 'temple', 'mainly', 'dedicated', 'lord', 'murugu', 'dexterously', 'based', 'distance', '3', 'km', 'lake', 'providing', 'delightful', 'views', 'small', 'villages', 'palani', 'hills', 'northern', 'plains', 'carrots', 'plantation', 'terraced', 'slopes', 'temple', 'also', 'associated', 'kurunji', 'flower', 'blooms', '12', 'years', 'carpeting', 'whole', 'area', 'purple', 'flowers']","['temple', 'kurunji']",nature
Kodaikanal,  Kodaikanal Solar Observatory ,3.7, 3 km  from city center ," Established in the year 1899, the Kodaikanal Observatory is a part of the Indian Institute of Astrophysics and was earlier known as Solar Physics Observatory. ",10.2316634,77.46443002263356,"['kodaikanal', 'solar', 'observatory', 'established', 'year', '1899', 'kodaikanal', 'observatory', 'part', 'indian', 'institute', 'astrophysics', 'earlier', 'known', 'solar', 'physics', 'observatory']","['kodaikanal', 'solar', 'observatory']",science
Dalhousie,  Khajjiar ,4.4, 1 km  from city center ," This small town, very nearby to Dalhousie is also known as the 'Mini Switzerland' or the 'Switzerland of India'. ",32.5485701,76.0597217,"['khajjiar', 'small', 'town', 'nearby', 'dalhousie', 'also', 'known', 'switzerland', 'india']",[],Other
Dalhousie,  St. John Church ,4.0, 0 km  from city center ," Built in 1863, it is the oldest church in the town. Apart from its religious significance to the Protestant community, it also has great historical significance. ",38.7407136,34.6347408,"['john', 'church', 'built', '1863', 'oldest', 'church', 'town', 'apart', 'religious', 'significance', 'protestant', 'community', 'also', 'great', 'historical', 'significance']","['church', 'significance']",Other
Dalhousie,  Chamba ,3.3, 14 km  from city center ," This medieval town, just a little away from Dalhousie, is set against the beautiful backdrop of stunning hills and a flowing pristine river and has an alluring charm pertaining to the mystical temples and the local folklore. ",32.5,76.5,"['chamba', 'medieval', 'town', 'little', 'away', 'dalhousie', 'set', 'beautiful', 'backdrop', 'stunning', 'hills', 'flowing', 'pristine', 'river', 'alluring', 'charm', 'pertaining', 'mystical', 'temples', 'local', 'folklore']",[],nature
Dalhousie,  Trekking ,3.3, 1 km  from city center ," Dalhousie offers some of the best trekking trails for beginners. There are dense forests of Deodar, pine and fir trees which look extremely quaint. The most preferred routes for trekking in Dalhousie is Dainkund-Jot-Khajjar- Kalatop. 
 ",-25.8094338,-66.3701682,"['trekking', 'dalhousie', 'offers', 'best', 'trekking', 'trails', 'beginners', 'dense', 'forests', 'deodar', 'pine', 'fir', 'trees', 'look', 'extremely', 'quaint', 'preferred', 'routes', 'trekking', 'dalhousie', 'kalatop']","['trekking', 'dalhousie']",adventure
Dalhousie,  City Shopping ,4.0, 0 km  from city center ," Gandhi Chowk, or GPO, is the bustling and vibrant street of Dalhousie. Unlike other hill stations, Dalhousie doesn't have a mall road, so Gandhi Chowk is the Mall Road of Dalhousie. For shopping in Dalhousie, the town has a number of local bazaars and centres at Gandhi Chowk. One can shop for simple local souvenirs, woollen clothes and every-day treasures. ",45.6892807,13.1338241,"['city', 'shopping', 'gandhi', 'chowk', 'gpo', 'bustling', 'vibrant', 'street', 'dalhousie', 'unlike', 'hill', 'stations', 'dalhousie', 'mall', 'road', 'gandhi', 'chowk', 'mall', 'road', 'dalhousie', 'shopping', 'dalhousie', 'town', 'number', 'local', 'bazaars', 'centres', 'gandhi', 'chowk', 'one', 'shop', 'simple', 'local', 'souvenirs', 'woollen', 'clothes', 'treasures']","['shopping', 'gandhi', 'chowk', 'dalhousie', 'mall', 'road', 'local']",nature
Dalhousie,  St Patricks Church ,5.0, 2 km  from city center ," An old-world charm, St Patricks Church is one of the largest churches in Dalhousie. Located near Balloon falls, Dalhousie Cantonment, the church is located 2 km away from the main bus stand on Military Hospital Road. Owing to its British architecture, it is known to have been established by a group of British army officers in 1909. Hosting over 300 people every Sunday, the dome-shaped shrine attracts not just the devotees but also many history buffs and architecture lovers.  ",25.8117876,-80.1347521,"['st', 'patricks', 'church', 'charm', 'st', 'patricks', 'church', 'one', 'largest', 'churches', 'dalhousie', 'located', 'near', 'balloon', 'falls', 'dalhousie', 'cantonment', 'church', 'located', '2', 'km', 'away', 'main', 'bus', 'stand', 'military', 'hospital', 'road', 'owing', 'british', 'architecture', 'known', 'established', 'group', 'british', 'army', 'officers', 'hosting', '300', 'people', 'every', 'sunday', 'shrine', 'attracts', 'devotees', 'also', 'many', 'history', 'buffs', 'architecture', 'lovers']","['st', 'patricks', 'church', 'dalhousie', 'located', 'british', 'architecture']",nature
Dalhousie,  Rock Climbing ,3.3, 5 km  from city center ," This adventure activity is popular and carried out at various places in Dalhousie, especially in Khajjiar. ",34.335647050000006,-116.3925835950438,"['rock', 'climbing', 'adventure', 'activity', 'popular', 'carried', 'various', 'places', 'dalhousie', 'especially', 'khajjiar']",[],travel
Dalhousie,  Chamunda Devi Temple ,3.3, 14 km  from city center ," The temple, dedicated to Goddess Kali is an important religious center for the town. The temple is said to have been where Goddess Ambika killed the demons- Munda and Chanda. ",27.6787811,85.3292789587008,"['chamunda', 'devi', 'temple', 'temple', 'dedicated', 'goddess', 'kali', 'important', 'religious', 'center', 'town', 'temple', 'said', 'goddess', 'ambika', 'killed', 'munda', 'chanda']","['temple', 'goddess']",Other
Pachmarhi,  Bee falls ,3.6, 3 km  from city center ," A beautiful waterfall which provides drinking water to the entire Pachmarhi, Bee falls provide a picturesque view. ",34.9744379,-83.0524277,"['bee', 'falls', 'beautiful', 'waterfall', 'provides', 'drinking', 'water', 'entire', 'pachmarhi', 'bee', 'falls', 'provide', 'picturesque', 'view']","['bee', 'falls']",nature
Pachmarhi,  Pandava Caves ,3.6, 1 km  from city center , These caves are believed to provide shelter to the Pandavas during their exile period. It is now a protected monument and tourists flock from all over India to see this place. ,15.5525614,74.0230363,"['pandava', 'caves', 'caves', 'believed', 'provide', 'shelter', 'pandavas', 'exile', 'period', 'protected', 'monument', 'tourists', 'flock', 'india', 'see', 'place']",['caves'],nature
Pachmarhi,  Handi Khoh ,3.2, 3 km  from city center ," One of the most beautiful ravines in Central India, Handi Khoh has a 300 feet high precipice in the middle of a dense forest. The place has a mythological history and is believed to be closely associated with Lord Shiva. ",24.5613025,76.7270136,"['handi', 'khoh', 'one', 'beautiful', 'ravines', 'central', 'india', 'handi', 'khoh', '300', 'feet', 'high', 'precipice', 'middle', 'dense', 'forest', 'place', 'mythological', 'history', 'believed', 'closely', 'associated', 'lord', 'shiva']","['handi', 'khoh']",nature
Pachmarhi,  Mahadeo hill ,3.2, 1 km  from city center ," Situated at an altitude of 1363m, the Mahadeo hill in southern Madhya Pradesh is famous for an ancient shrine of Lord Shiva. The holy shrine holds a divine idol of Lord Shiva and one of the most beautiful shivalingams in the country. ",-20.2172298,57.4660554,"['mahadeo', 'hill', 'situated', 'altitude', '1363m', 'mahadeo', 'hill', 'southern', 'madhya', 'pradesh', 'famous', 'ancient', 'shrine', 'lord', 'shiva', 'holy', 'shrine', 'holds', 'divine', 'idol', 'lord', 'shiva', 'one', 'beautiful', 'shivalingams', 'country']","['mahadeo', 'hill', 'shrine', 'lord', 'shiva']",nature
Pachmarhi,  Duchess falls ,3.2, 21 km  from city center ," One of the most beautiful cascades in Pachmarhi, the Duchess Falls crash over a hundred meters creating a majestic roar. The beautiful waterfalls bifurcate into three different cascades and a tourist has to travel for 4km to reach the base of the first cataract. ",43.510169,-111.992632,"['duchess', 'falls', 'one', 'beautiful', 'cascades', 'pachmarhi', 'duchess', 'falls', 'crash', 'hundred', 'meters', 'creating', 'majestic', 'roar', 'beautiful', 'waterfalls', 'bifurcate', 'three', 'different', 'cascades', 'tourist', 'travel', '4km', 'reach', 'base', 'first', 'cataract']","['duchess', 'falls', 'beautiful', 'cascades']",nature
Pachmarhi,  Satpura National Park ,4.2, 4 km  from city center ," The Satpura National Park is an exclusive and pristine landscape that has been preserved primarily for the protection of flora and fauna. It is the perfect place for all those who are tired of the conventional sanctuaries and wildlife parks and want to have a unique experience, away from the usual hustle bustle of the city.  ",22.48314715,78.32172341717785,"['satpura', 'national', 'park', 'satpura', 'national', 'park', 'exclusive', 'pristine', 'landscape', 'preserved', 'primarily', 'protection', 'flora', 'fauna', 'perfect', 'place', 'tired', 'conventional', 'sanctuaries', 'wildlife', 'parks', 'want', 'unique', 'experience', 'away', 'usual', 'hustle', 'bustle', 'city']","['satpura', 'national', 'park']",nature
